model,accuracy,genderStatus,genderIdentity
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,0,TRANS,Man
FF,1,TRANS,Man
FF,1,TRANS,Man
